Date,Year,Customer number,Region,Customer type,Division,Product,Division product combo,Distribution channel,Sales revenue,Sales tax amount,Total invoice,Variable COGS
2020-08-14,Prior,14568-3-IN,North,Individual,Electronics,Computers,Electronics: Computers,Catalog,2270,115.77,2385.77,908
2020-08-15,Prior,10082-5-IN,West,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Website,30,1.59,31.59,12
2020-10-03,Prior,13418-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,190,18.62,208.62,76
2020-02-09,Prior,18547-4-IN,South,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,600,50.4,650.4,240
2020-01-26,Prior,16903-2-IN,East,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,3200,195.2,3395.2,1280
2020-11-11,Prior,18489-3-IN,North,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,710,29.82,739.82,284
2020-08-09,Prior,12898-4-BU,South,Business,Office supplies,Office basics,Office supplies: Office basics,Catalog,1140,61.56,1201.56,456
2020-01-07,Prior,13016-4-IN,South,Individual,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,210,19.53,229.53,84
2021-08-18,Current,11736-5-IN,West,Individual,Office supplies,Writing,Office supplies: Writing,Catalog,90,6.03,96.03,36
2020-02-11,Prior,14865-1-IN,Central,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Catalog,110,8.58,118.58,44
2021-07-04,Current,14200-4-IN,South,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,3030,106.05,3136.05,1212
2021-03-09,Current,19979-5-BU,West,Business,Electronics,Camera and photo,Electronics: Camera and photo,Store,3710,252.28,3962.28,1484
2021-05-29,Current,12978-5-IN,West,Individual,Office supplies,Paper,Office supplies: Paper,Store,750,42.75,792.75,300
2020-10-26,Prior,12430-3-IN,North,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,910,60.97,970.97,364
2020-05-23,Prior,10367-1-IN,Central,Individual,Office supplies,Writing,Office supplies: Writing,Catalog,270,17.55,287.55,108
2021-11-04,Current,14730-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Store,250,18.75,268.75,100
2021-11-26,Current,18623-2-BU,East,Business,Electronics,TV and video,Electronics: TV and video,Website,8500,663.0,9163.0,3400
2021-01-10,Current,14559-5-IN,West,Individual,Office supplies,Paper,Office supplies: Paper,Website,70,3.01,73.01,28
2021-10-29,Current,14055-2-BU,East,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,260,12.48,272.48,104
2021-11-04,Current,11906-3-IN,North,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,20,1.02,21.02,8
2020-12-16,Prior,15436-4-BU,South,Business,Office supplies,Writing,Office supplies: Writing,Store,80,1.84,81.84,32
2021-10-12,Current,17464-1-IN,Central,Individual,Office supplies,Writing,Office supplies: Writing,Website,290,26.39,316.39,116
2021-06-05,Current,15155-4-IN,South,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,80,2.96,82.96,32
2020-07-18,Prior,15727-5-IN,West,Individual,Office supplies,Paper,Office supplies: Paper,Store,80,3.44,83.44,32
2021-07-30,Current,19274-1-IN,Central,Individual,Office supplies,Paper,Office supplies: Paper,Store,970,54.32,1024.32,388
2020-01-30,Prior,19914-3-IN,North,Individual,Electronics,TV and video,Electronics: TV and video,Website,6510,364.56,6874.56,2604
2020-01-21,Prior,13587-3-IN,North,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,750,39.0,789.0,300
2020-10-26,Prior,18039-5-IN,West,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,440,14.96,454.96,176
2020-05-19,Prior,15086-1-IN,Central,Individual,Electronics,Camera and photo,Electronics: Camera and photo,Store,2500,110.0,2610.0,1000
2020-11-15,Prior,10733-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,450,25.2,475.2,180
2020-05-17,Prior,16840-5-BU,West,Business,Electronics,Computers,Electronics: Computers,Store,1180,43.66,1223.66,472
2021-11-01,Current,11125-1-IN,Central,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,670,17.42,687.42,268
2020-09-14,Prior,18902-4-BU,South,Business,Office supplies,Paper,Office supplies: Paper,Store,80,4.16,84.16,32
2020-01-21,Prior,14565-1-BU,Central,Business,Office supplies,Writing,Office supplies: Writing,Catalog,330,18.48,348.48,132
2020-02-11,Prior,10879-3-BU,North,Business,Office supplies,Writing,Office supplies: Writing,Website,280,20.16,300.16,112
2021-09-30,Current,11851-3-IN,North,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,200,14.8,214.8,80
2020-10-26,Prior,17116-1-IN,Central,Individual,Electronics,Computers,Electronics: Computers,Catalog,2070,86.94,2156.94,828
2021-12-05,Current,14474-5-IN,West,Individual,Electronics,Computers,Electronics: Computers,Website,340,10.88,350.88,136
2020-07-17,Prior,14674-1-IN,Central,Individual,Office supplies,Paper,Office supplies: Paper,Catalog,400,38.0,438.0,160
2021-12-02,Current,10422-3-IN,North,Individual,Office supplies,Paper,Office supplies: Paper,Store,160,15.68,175.68,64
2020-08-15,Prior,18483-5-BU,West,Business,Office supplies,Paper,Office supplies: Paper,Website,850,26.35,876.35,340
2021-10-08,Current,11160-5-BU,West,Business,Electronics,Camera and photo,Electronics: Camera and photo,Catalog,3190,89.32,3279.32,1276
2020-09-01,Prior,10040-1-BU,Central,Business,Office supplies,Paper,Office supplies: Paper,Catalog,310,17.05,327.05,124
2021-08-18,Current,16255-1-IN,Central,Individual,Electronics,Computers,Electronics: Computers,Website,3240,178.2,3418.2,1296
2021-02-10,Current,10211-1-BU,Central,Business,Electronics,Computers,Electronics: Computers,Website,3350,170.85,3520.85,1340
2020-12-16,Prior,15112-1-IN,Central,Individual,Electronics,TV and video,Electronics: TV and video,Website,5930,504.05,6434.05,2372
2020-07-13,Prior,18542-4-IN,South,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,790,45.82,835.82,316
2020-08-15,Prior,12498-5-IN,West,Individual,Office supplies,Paper,Office supplies: Paper,Catalog,750,25.5,775.5,300
2021-05-29,Current,19587-1-BU,Central,Business,Office supplies,Office basics,Office supplies: Office basics,Store,130,4.42,134.42,52
2021-09-09,Current,13778-3-IN,North,Individual,Office supplies,Paper,Office supplies: Paper,Website,790,60.83,850.83,316
2021-12-05,Current,17798-1-IN,Central,Individual,Electronics,Cell phones,Electronics: Cell phones,Website,3700,162.8,3862.8,1480
2020-02-22,Prior,19655-2-BU,East,Business,Office supplies,Office basics,Office supplies: Office basics,Store,1340,69.68,1409.68,536
2020-12-11,Prior,12745-3-BU,North,Business,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Store,140,9.52,149.52,56
2021-03-09,Current,13736-5-IN,West,Individual,Office supplies,Paper,Office supplies: Paper,Store,560,49.28,609.28,224
2020-12-06,Prior,15844-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,510,46.41,556.41,204
2021-09-02,Current,19089-3-BU,North,Business,Office supplies,Paper,Office supplies: Paper,Website,480,16.32,496.32,192
2021-06-06,Current,11975-3-IN,North,Individual,Electronics,Computers,Electronics: Computers,Store,240,8.64,248.64,96
2020-05-26,Prior,16334-4-IN,South,Individual,Electronics,TV and video,Electronics: TV and video,Store,930,56.73,986.73,372
2021-08-11,Current,16612-3-BU,North,Business,Office supplies,Office basics,Office supplies: Office basics,Store,690,44.16,734.16,276
2021-09-01,Current,11281-5-IN,West,Individual,Electronics,Computers,Electronics: Computers,Store,4720,240.72,4960.72,1888
2021-12-01,Current,14893-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,870,66.99,936.99,348
2020-07-13,Prior,12542-4-IN,South,Individual,Electronics,TV and video,Electronics: TV and video,Store,9110,382.62,9492.62,3644
2021-09-06,Current,15794-1-IN,Central,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,1040,45.76,1085.76,416
2021-11-04,Current,17346-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Website,50,2.35,52.35,20
2020-10-31,Prior,19511-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,760,38.76,798.76,304
2020-10-08,Prior,15431-5-IN,West,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,680,51.0,731.0,272
2021-05-01,Current,15523-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1790,62.65,1852.65,716
2021-12-29,Current,15938-1-BU,Central,Business,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,250,21.5,271.5,100
2020-06-06,Prior,18340-4-IN,South,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,1680,126.0,1806.0,672
2020-04-24,Prior,12688-2-IN,East,Individual,Office supplies,Paper,Office supplies: Paper,Store,30,2.28,32.28,12
2021-08-11,Current,18639-3-IN,North,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Store,80,6.16,86.16,32
2021-08-16,Current,15708-5-IN,West,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,1430,48.62,1478.62,572
2021-09-26,Current,13479-4-IN,South,Individual,Office supplies,Paper,Office supplies: Paper,Catalog,450,32.4,482.4,180
2020-10-26,Prior,19697-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,580,44.08,624.08,232
2020-11-01,Prior,18691-3-IN,North,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,420,19.74,439.74,168
2021-07-26,Current,15410-2-BU,East,Business,Office supplies,Writing,Office supplies: Writing,Catalog,210,9.45,219.45,84
2020-04-17,Prior,15417-3-IN,North,Individual,Office supplies,Paper,Office supplies: Paper,Store,50,2.85,52.85,20
2020-06-29,Prior,15727-5-IN,West,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,750,32.25,782.25,300
2021-06-10,Current,17955-4-BU,South,Business,Office supplies,Paper,Office supplies: Paper,Website,360,19.08,379.08,144
2021-11-01,Current,10015-3-IN,North,Individual,Office supplies,Paper,Office supplies: Paper,Website,350,22.4,372.4,140
2020-06-16,Prior,18489-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Website,240,10.08,250.08,96
2021-11-01,Current,19954-5-BU,West,Business,Electronics,TV and video,Electronics: TV and video,Store,8710,461.63,9171.63,3484
2020-11-23,Prior,12011-5-IN,West,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,2630,152.54,2782.54,1052
2020-03-14,Prior,13163-4-IN,South,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Website,600,27.6,627.6,240
2021-09-06,Current,11651-4-BU,South,Business,Office supplies,Paper,Office supplies: Paper,Store,330,17.16,347.16,132
2021-09-15,Current,11508-1-BU,Central,Business,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,70,4.76,74.76,28
2020-02-09,Prior,17867-2-BU,East,Business,Office supplies,Office basics,Office supplies: Office basics,Store,10,0.71,10.71,4
2020-01-30,Prior,15313-3-IN,North,Individual,Electronics,Cell phones,Electronics: Cell phones,Website,820,52.48,872.48,328
2020-04-30,Prior,17156-1-IN,Central,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,3470,270.66,3740.66,1388
2020-03-24,Prior,16438-1-IN,Central,Individual,Office supplies,Paper,Office supplies: Paper,Website,110,7.92,117.92,44
2020-01-20,Prior,14010-2-IN,East,Individual,Electronics,TV and video,Electronics: TV and video,Store,8720,837.12,9557.12,3488
2020-10-26,Prior,13964-3-BU,North,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,230,12.42,242.42,92
2021-09-26,Current,14585-5-BU,West,Business,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,150,8.1,158.1,60
2021-04-08,Current,11620-3-BU,North,Business,Office supplies,Paper,Office supplies: Paper,Store,930,58.59,988.59,372
2020-12-06,Prior,10825-3-IN,North,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1470,104.37,1574.37,588
2021-12-01,Current,18594-2-BU,East,Business,Office supplies,Writing,Office supplies: Writing,Website,150,9.75,159.75,60
2021-09-26,Current,18018-4-IN,South,Individual,Office supplies,Paper,Office supplies: Paper,Catalog,300,18.9,318.9,120
2020-08-28,Prior,10231-2-BU,East,Business,Office supplies,Office basics,Office supplies: Office basics,Store,880,58.08,938.08,352
2020-02-16,Prior,15891-2-BU,East,Business,Office supplies,Paper,Office supplies: Paper,Website,790,45.82,835.82,316
2020-04-28,Prior,10894-1-IN,Central,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,270,12.69,282.69,108
2020-10-25,Prior,11852-5-BU,West,Business,Electronics,Cell phones,Electronics: Cell phones,Store,1410,63.45,1473.45,564
2020-12-06,Prior,17784-4-IN,South,Individual,Office supplies,Paper,Office supplies: Paper,Website,540,33.48,573.48,216
2020-11-15,Prior,11127-5-IN,West,Individual,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,240,8.16,248.16,96
2020-07-17,Prior,18265-4-IN,South,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1580,88.48,1668.48,632
2021-09-02,Current,11403-3-IN,North,Individual,Electronics,Cell phones,Electronics: Cell phones,Website,2960,156.88,3116.88,1184
2020-07-13,Prior,18793-4-IN,South,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,2500,107.5,2607.5,1000
2020-04-12,Prior,16620-3-BU,North,Business,Electronics,Cell phones,Electronics: Cell phones,Store,1280,103.68,1383.68,512
2020-09-20,Prior,15438-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,470,15.51,485.51,188
2020-04-10,Prior,10574-5-BU,West,Business,Office supplies,Office basics,Office supplies: Office basics,Store,1850,133.2,1983.2,740
2021-09-06,Current,12542-4-IN,South,Individual,Office supplies,Calendars,Office supplies: Calendars,Store,140,5.88,145.88,56
2020-03-26,Prior,12915-5-IN,West,Individual,Office supplies,Writing,Office supplies: Writing,Website,480,16.8,496.8,192
2020-05-17,Prior,13742-5-IN,West,Individual,Electronics,TV and video,Electronics: TV and video,Website,9570,334.95,9904.95,3828
2021-05-03,Current,14284-2-IN,East,Individual,Office supplies,Writing,Office supplies: Writing,Store,360,18.36,378.36,144
2021-07-30,Current,10214-3-IN,North,Individual,Electronics,Camera and photo,Electronics: Camera and photo,Store,790,33.18,823.18,316
2020-11-01,Prior,18597-5-IN,West,Individual,Electronics,TV and video,Electronics: TV and video,Store,3500,126.0,3626.0,1400
2020-01-20,Prior,17933-1-IN,Central,Individual,Office supplies,Writing,Office supplies: Writing,Catalog,350,16.1,366.1,140
2020-10-31,Prior,17343-4-IN,South,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,100,4.1,104.1,40
2021-11-28,Current,16044-4-IN,South,Individual,Electronics,TV and video,Electronics: TV and video,Website,9330,587.79,9917.79,3732
2021-09-26,Current,19827-2-IN,East,Individual,Electronics,Computers,Electronics: Computers,Website,1530,68.85,1598.85,612
2021-09-09,Current,19690-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1790,100.24,1890.24,716
2021-10-11,Current,13484-2-BU,East,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,440,22.88,462.88,176
2020-12-06,Prior,12920-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,1250,66.25,1316.25,500
2020-06-13,Prior,10803-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Store,450,29.7,479.7,180
2021-10-08,Current,12509-5-IN,West,Individual,Office supplies,Writing,Office supplies: Writing,Store,80,6.0,86.0,32
2021-09-04,Current,13249-1-BU,Central,Business,Office supplies,Writing,Office supplies: Writing,Website,290,10.44,300.44,116
2020-11-10,Prior,13844-5-IN,West,Individual,Office supplies,Paper,Office supplies: Paper,Store,330,25.41,355.41,132
2020-08-09,Prior,17497-2-IN,East,Individual,Electronics,Cell phones,Electronics: Cell phones,Store,2950,141.6,3091.6,1180
2021-12-16,Current,19907-1-BU,Central,Business,Electronics,Cell phones,Electronics: Cell phones,Website,3200,166.4,3366.4,1280
2020-01-23,Prior,10295-4-IN,South,Individual,Office supplies,Calendars,Office supplies: Calendars,Website,120,6.96,126.96,48
2021-03-09,Current,15910-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,980,54.88,1034.88,392
2020-08-14,Prior,16235-5-IN,West,Individual,Books,Nonfiction - Self-help,Books: Nonfiction - Self-help,Website,150,4.95,154.95,60
2020-01-19,Prior,13290-1-IN,Central,Individual,Electronics,Computers,Electronics: Computers,Store,1750,63.0,1813.0,700
2020-11-08,Prior,12281-3-IN,North,Individual,Office supplies,Paper,Office supplies: Paper,Store,740,52.54,792.54,296
2021-12-02,Current,18582-1-IN,Central,Individual,Office supplies,Writing,Office supplies: Writing,Store,330,31.02,361.02,132
2020-07-06,Prior,11452-1-IN,Central,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,60,2.22,62.22,24
2020-05-26,Prior,18630-3-IN,North,Individual,Electronics,TV and video,Electronics: TV and video,Website,500,47.0,547.0,200
2021-07-10,Current,17820-4-IN,South,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,120,8.16,128.16,48
2020-07-17,Prior,18207-1-IN,Central,Individual,Office supplies,Paper,Office supplies: Paper,Store,820,39.36,859.36,328
2020-02-09,Prior,16095-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1950,146.25,2096.25,780
2021-07-13,Current,10939-2-BU,East,Business,Electronics,Computers,Electronics: Computers,Store,4100,151.7,4251.7,1640
2020-08-12,Prior,16857-5-IN,West,Individual,Office supplies,Writing,Office supplies: Writing,Store,380,14.06,394.06,152
2020-01-23,Prior,17676-5-BU,West,Business,Office supplies,Office basics,Office supplies: Office basics,Website,460,33.58,493.58,184
2021-05-29,Current,16413-1-BU,Central,Business,Electronics,Computers,Electronics: Computers,Catalog,1230,89.79,1319.79,492
2020-11-15,Prior,10570-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Store,1510,51.34,1561.34,604
2020-03-26,Prior,18124-5-IN,West,Individual,Office supplies,Calendars,Office supplies: Calendars,Store,160,7.36,167.36,64
2020-02-14,Prior,18722-5-BU,West,Business,Electronics,Cell phones,Electronics: Cell phones,Catalog,910,46.41,956.41,364
2020-08-09,Prior,18834-3-IN,North,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,790,28.44,818.44,316
2021-11-26,Current,15673-1-IN,Central,Individual,Electronics,TV and video,Electronics: TV and video,Catalog,2880,95.04,2975.04,1152
2020-10-26,Prior,19892-4-IN,South,Individual,Office supplies,Writing,Office supplies: Writing,Store,70,3.92,73.92,28
2020-10-26,Prior,14681-4-IN,South,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,210,13.02,223.02,84
2020-04-12,Prior,14215-3-BU,North,Business,Electronics,Cell phones,Electronics: Cell phones,Website,2440,92.72,2532.72,976
2020-01-21,Prior,17594-1-IN,Central,Individual,Office supplies,Writing,Office supplies: Writing,Catalog,240,10.08,250.08,96
2021-11-01,Current,17780-2-IN,East,Individual,Office supplies,Office basics,Office supplies: Office basics,Catalog,780,47.58,827.58,312
2021-12-18,Current,15567-3-IN,North,Individual,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Website,30,1.23,31.23,12
2020-07-17,Prior,14517-3-BU,North,Business,Office supplies,Office basics,Office supplies: Office basics,Catalog,1950,126.75,2076.75,780
2021-12-29,Current,18112-4-IN,South,Individual,Office supplies,Office basics,Office supplies: Office basics,Website,340,19.04,359.04,136
2021-07-13,Current,13906-2-BU,East,Business,Office supplies,Office basics,Office supplies: Office basics,Catalog,1220,56.12,1276.12,488
2021-05-29,Current,16769-1-BU,Central,Business,Books,Nonfiction - Technology,Books: Nonfiction - Technology,Store,140,8.96,148.96,56
2020-07-13,Prior,15962-4-IN,South,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,440,32.12,472.12,176
2020-12-21,Prior,15438-2-IN,East,Individual,Office supplies,Writing,Office supplies: Writing,Store,370,12.21,382.21,148
2020-02-14,Prior,14341-2-IN,East,Individual,Electronics,Camera and photo,Electronics: Camera and photo,Store,3200,169.6,3369.6,1280
2020-02-10,Prior,15971-1-IN,Central,Individual,Books,Nonfiction - History,Books: Nonfiction - History,Website,50,3.8,53.8,20
2020-02-14,Prior,14528-2-IN,East,Individual,Office supplies,Writing,Office supplies: Writing,Store,340,21.42,361.42,136
2021-02-10,Current,19624-5-IN,West,Individual,Electronics,Camera and photo,Electronics: Camera and photo,Website,3600,241.2,3841.2,1440
2021-06-06,Current,16309-1-BU,Central,Business,Office supplies,Office basics,Office supplies: Office basics,Catalog,370,24.05,394.05,148
2020-07-17,Prior,15031-4-IN,South,Individual,Electronics,TV and video,Electronics: TV and video,Website,4540,254.24,4794.24,1816
2020-01-21,Prior,14588-3-IN,North,Individual,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Catalog,40,3.24,43.24,16
2021-07-13,Current,16612-3-BU,North,Business,Books,Nonfiction - Leadership,Books: Nonfiction - Leadership,Store,230,14.72,244.72,92
2020-02-09,Prior,10082-5-IN,West,Individual,Electronics,TV and video,Electronics: TV and video,Store,8860,469.58,9329.58,3544
2021-08-09,Current,13257-3-IN,North,Individual,Electronics,Cell phones,Electronics: Cell phones,Website,2220,75.48,2295.48,888
2020-08-26,Prior,16072-3-IN,North,Individual,Office supplies,Writing,Office supplies: Writing,Store,470,31.02,501.02,188
